English name,scientific name,order,family
Black Wheatear,Oenanthe leucura,Passeriformes,Muscicapidae (Old World Flycatchers)
Hume's Wheatear,Oenanthe albonigra,Passeriformes,Muscicapidae (Old World Flycatchers)
White-crowned Wheatear,Oenanthe leucopyga,Passeriformes,Muscicapidae (Old World Flycatchers)
Arabian Wheatear,Oenanthe lugentoides,Passeriformes,Muscicapidae (Old World Flycatchers)
Abyssinian Wheatear,Oenanthe lugubris,Passeriformes,Muscicapidae (Old World Flycatchers)
Finsch's Wheatear,Oenanthe finschii,Passeriformes,Muscicapidae (Old World Flycatchers)
Mourning Wheatear,Oenanthe lugens,Passeriformes,Muscicapidae (Old World Flycatchers)
Kurdish Wheatear,Oenanthe xanthoprymna,Passeriformes,Muscicapidae (Old World Flycatchers)
Persian Wheatear,Oenanthe chrysopygia,Passeriformes,Muscicapidae (Old World Flycatchers)
Boulder Chat,Pinarornis plumosus,Passeriformes,Muscicapidae (Old World Flycatchers)
Bohemian Waxwing,Bombycilla garrulus,Passeriformes,Bombycillidae (Waxwings)
Cedar Waxwing,Bombycilla cedrorum,Passeriformes,Bombycillidae (Waxwings)
Japanese Waxwing,Bombycilla japonica,Passeriformes,Bombycillidae (Waxwings)
Black-and-yellow Silky-flycatcher,Phainoptila melanoxantha,Passeriformes,Ptiliogonatidae (Silky-flycatchers)
Gray Silky-flycatcher,Ptiliogonys cinereus,Passeriformes,Ptiliogonatidae (Silky-flycatchers)
Long-tailed Silky-flycatcher,Ptiliogonys caudatus,Passeriformes,Ptiliogonatidae (Silky-flycatchers)
Phainopepla,Phainopepla nitens,Passeriformes,Ptiliogonatidae (Silky-flycatchers)
Palmchat,Dulus dominicus,Passeriformes,Dulidae (Palmchat)
Hylocitrea,Hylocitrea bonensis,Passeriformes,Hylocitreidae (Hylocitrea)
Hypocolius,Hypocolius ampelinus,Passeriformes,Hypocoliidae (Hypocolius)
Gurney's Sugarbird,Promerops gurneyi,Passeriformes,Promeropidae (Sugarbirds)
Cape Sugarbird,Promerops cafer,Passeriformes,Promeropidae (Sugarbirds)
Spot-throat,Modulatrix stictigula,Passeriformes,Modulatricidae (Dapple-throat and Allies)
Dapple-throat,Arcanator orostruthus,Passeriformes,Modulatricidae (Dapple-throat and Allies)
Gray-chested Babbler,Kakamega poliothorax,Passeriformes,Modulatricidae (Dapple-throat and Allies)
Olive-backed Flowerpecker,Prionochilus olivaceus,Passeriformes,Dicaeidae (Flowerpeckers)
Yellow-breasted Flowerpecker,Prionochilus maculatus,Passeriformes,Dicaeidae (Flowerpeckers)
Crimson-breasted Flowerpecker,Prionochilus percussus,Passeriformes,Dicaeidae (Flowerpeckers)
Palawan Flowerpecker,Prionochilus plateni,Passeriformes,Dicaeidae (Flowerpeckers)
Yellow-rumped Flowerpecker,Prionochilus xanthopygius,Passeriformes,Dicaeidae (Flowerpeckers)
Scarlet-breasted Flowerpecker,Prionochilus thoracicus,Passeriformes,Dicaeidae (Flowerpeckers)
Golden-rumped Flowerpecker,Dicaeum annae,Passeriformes,Dicaeidae (Flowerpeckers)
Thick-billed Flowerpecker,Dicaeum agile,Passeriformes,Dicaeidae (Flowerpeckers)
Brown-backed Flowerpecker,Dicaeum everetti,Passeriformes,Dicaeidae (Flowerpeckers)
Whiskered Flowerpecker,Dicaeum proprium,Passeriformes,Dicaeidae (Flowerpeckers)
Yellow-vented Flowerpecker,Dicaeum chrysorrheum,Passeriformes,Dicaeidae (Flowerpeckers)
Yellow-bellied Flowerpecker,Dicaeum melanozanthum,Passeriformes,Dicaeidae (Flowerpeckers)
White-throated Flowerpecker,Dicaeum vincens,Passeriformes,Dicaeidae (Flowerpeckers)
Yellow-sided Flowerpecker,Dicaeum aureolimbatum,Passeriformes,Dicaeidae (Flowerpeckers)
Olive-capped Flowerpecker,Dicaeum nigrilore,Passeriformes,Dicaeidae (Flowerpeckers)
Flame-crowned Flowerpecker,Dicaeum anthonyi,Passeriformes,Dicaeidae (Flowerpeckers)
Bicolored Flowerpecker,Dicaeum bicolor,Passeriformes,Dicaeidae (Flowerpeckers)
Cebu Flowerpecker,Dicaeum quadricolor,Passeriformes,Dicaeidae (Flowerpeckers)
Red-keeled Flowerpecker,Dicaeum australe,Passeriformes,Dicaeidae (Flowerpeckers)
Black-belted Flowerpecker,Dicaeum haematostictum,Passeriformes,Dicaeidae (Flowerpeckers)
Scarlet-collared Flowerpecker,Dicaeum retrocinctum,Passeriformes,Dicaeidae (Flowerpeckers)
Orange-bellied Flowerpecker,Dicaeum trigonostigma,Passeriformes,Dicaeidae (Flowerpeckers)
White-bellied Flowerpecker,Dicaeum hypoleucum,Passeriformes,Dicaeidae (Flowerpeckers)
Pale-billed Flowerpecker,Dicaeum erythrorhynchos,Passeriformes,Dicaeidae (Flowerpeckers)
Nilgiri Flowerpecker,Dicaeum concolor,Passeriformes,Dicaeidae (Flowerpeckers)
Plain Flowerpecker,Dicaeum minullum,Passeriformes,Dicaeidae (Flowerpeckers)
Andaman Flowerpecker,Dicaeum virescens,Passeriformes,Dicaeidae (Flowerpeckers)
Pygmy Flowerpecker,Dicaeum pygmaeum,Passeriformes,Dicaeidae (Flowerpeckers)
Crimson-crowned Flowerpecker,Dicaeum nehrkorni,Passeriformes,Dicaeidae (Flowerpeckers)
Halmahera Flowerpecker,Dicaeum schistaceiceps,Passeriformes,Dicaeidae (Flowerpeckers)
Buru Flowerpecker,Dicaeum erythrothorax,Passeriformes,Dicaeidae (Flowerpeckers)
Ashy Flowerpecker,Dicaeum vulneratum,Passeriformes,Dicaeidae (Flowerpeckers)
Olive-crowned Flowerpecker,Dicaeum pectorale,Passeriformes,Dicaeidae (Flowerpeckers)
Red-capped Flowerpecker,Dicaeum geelvinkianum,Passeriformes,Dicaeidae (Flowerpeckers)
Louisiade Flowerpecker,Dicaeum nitidum,Passeriformes,Dicaeidae (Flowerpeckers)
Red-banded Flowerpecker,Dicaeum eximium,Passeriformes,Dicaeidae (Flowerpeckers)
Midget Flowerpecker,Dicaeum aeneum,Passeriformes,Dicaeidae (Flowerpeckers)
Mottled Flowerpecker,Dicaeum tristrami,Passeriformes,Dicaeidae (Flowerpeckers)
Black-fronted Flowerpecker,Dicaeum igniferum,Passeriformes,Dicaeidae (Flowerpeckers)
Red-chested Flowerpecker,Dicaeum maugei,Passeriformes,Dicaeidae (Flowerpeckers)
Fire-breasted Flowerpecker,Dicaeum ignipectus,Passeriformes,Dicaeidae (Flowerpeckers)
Black-sided Flowerpecker,Dicaeum monticolum,Passeriformes,Dicaeidae (Flowerpeckers)
Gray-sided Flowerpecker,Dicaeum celebicum,Passeriformes,Dicaeidae (Flowerpeckers)
Blood-breasted Flowerpecker,Dicaeum sanguinolentum,Passeriformes,Dicaeidae (Flowerpeckers)
Mistletoebird,Dicaeum hirundinaceum,Passeriformes,Dicaeidae (Flowerpeckers)
Scarlet-backed Flowerpecker,Dicaeum cruentatum,Passeriformes,Dicaeidae (Flowerpeckers)
Scarlet-headed Flowerpecker,Dicaeum trochileum,Passeriformes,Dicaeidae (Flowerpeckers)
Ruby-cheeked Sunbird,Chalcoparia singalensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Fraser's Sunbird,Deleornis fraseri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Gray-headed Sunbird,Deleornis axillaris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Plain-backed Sunbird,Anthreptes reichenowi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Anchieta's Sunbird,Anthreptes anchietae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Plain Sunbird,Anthreptes simplex,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Brown-throated Sunbird,Anthreptes malacensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Gray-throated Sunbird,Anthreptes griseigularis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Red-throated Sunbird,Anthreptes rhodolaemus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Mouse-brown Sunbird,Anthreptes gabonicus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Western Violet-backed Sunbird,Anthreptes longuemarei,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Eastern Violet-backed Sunbird,Anthreptes orientalis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Uluguru Violet-backed Sunbird,Anthreptes neglectus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Violet-tailed Sunbird,Anthreptes aurantius,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Little Green Sunbird,Anthreptes seimundi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Green Sunbird,Anthreptes rectirostris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Banded Sunbird,Anthreptes rubritorques,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Collared Sunbird,Hedydipna collaris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Pygmy Sunbird,Hedydipna platura,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Nile Valley Sunbird,Hedydipna metallica,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Amani Sunbird,Hedydipna pallidigaster,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Reichenbach's Sunbird,Anabathmis reichenbachii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Principe Sunbird,Anabathmis hartlaubii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Newton's Sunbird,Anabathmis newtonii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Sao Tome Sunbird,Dreptes thomensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Orange-breasted Sunbird,Anthobaphes violacea,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Green-headed Sunbird,Cyanomitra verticalis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Bannerman's Sunbird,Cyanomitra bannermani,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Blue-throated Brown Sunbird,Cyanomitra cyanolaema,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Cameroon Sunbird,Cyanomitra oritis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Blue-headed Sunbird,Cyanomitra alinae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Olive Sunbird,Cyanomitra olivacea,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Mouse-colored Sunbird,Cyanomitra veroxii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Buff-throated Sunbird,Chalcomitra adelberti,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Carmelite Sunbird,Chalcomitra fuliginosa,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Green-throated Sunbird,Chalcomitra rubescens,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Amethyst Sunbird,Chalcomitra amethystina,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Scarlet-chested Sunbird,Chalcomitra senegalensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Hunter's Sunbird,Chalcomitra hunteri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Socotra Sunbird,Chalcomitra balfouri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Purple-rumped Sunbird,Leptocoma zeylonica,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Crimson-backed Sunbird,Leptocoma minima,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Van Hasselt's Sunbird,Leptocoma brasiliana,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Purple-throated Sunbird,Leptocoma sperata,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Black Sunbird,Leptocoma aspasia,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Copper-throated Sunbird,Leptocoma calcostetha,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Bocage's Sunbird,Nectarinia bocagii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Purple-breasted Sunbird,Nectarinia purpureiventris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Tacazze Sunbird,Nectarinia tacazze,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Bronze Sunbird,Nectarinia kilimensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Malachite Sunbird,Nectarinia famosa,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Red-tufted Sunbird,Nectarinia johnstoni,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Golden-winged Sunbird,Drepanorhynchus reichenowi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Olive-bellied Sunbird,Cinnyris chloropygius,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Tiny Sunbird,Cinnyris minullus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Western Miombo Sunbird,Cinnyris gertrudis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Eastern Miombo Sunbird,Cinnyris manoensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Southern Double-collared Sunbird,Cinnyris chalybeus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Neergaard's Sunbird,Cinnyris neergaardi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Stuhlmann's Sunbird,Cinnyris stuhlmanni,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Prigogine's Sunbird,Cinnyris prigoginei,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Montane Double-collared Sunbird,Cinnyris ludovicensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Northern Double-collared Sunbird,Cinnyris reichenowi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Greater Double-collared Sunbird,Cinnyris afer,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Regal Sunbird,Cinnyris regius,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Rockefeller's Sunbird,Cinnyris rockefelleri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Eastern Double-collared Sunbird,Cinnyris mediocris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Usambara Double-collared Sunbird,Cinnyris usambaricus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Forest Double-collared Sunbird,Cinnyris fuelleborni,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Moreau's Sunbird,Cinnyris moreaui,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Loveridge's Sunbird,Cinnyris loveridgei,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Beautiful Sunbird,Cinnyris pulchellus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Mariqua Sunbird,Cinnyris mariquensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Shelley's Sunbird,Cinnyris shelleyi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Congo Sunbird,Cinnyris congensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Red-chested Sunbird,Cinnyris erythrocercus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Black-bellied Sunbird,Cinnyris nectarinioides,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Purple-banded Sunbird,Cinnyris bifasciatus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Tsavo Sunbird,Cinnyris tsavoensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Violet-breasted Sunbird,Cinnyris chalcomelas,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Pemba Sunbird,Cinnyris pembae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Orange-tufted Sunbird,Cinnyris bouvieri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Palestine Sunbird,Cinnyris osea,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Shining Sunbird,Cinnyris habessinicus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Splendid Sunbird,Cinnyris coccinigastrus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Johanna's Sunbird,Cinnyris johannae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Superb Sunbird,Cinnyris superbus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Rufous-winged Sunbird,Cinnyris rufipennis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Oustalet's Sunbird,Cinnyris oustaleti,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
White-breasted Sunbird,Cinnyris talatala,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Variable Sunbird,Cinnyris venustus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Dusky Sunbird,Cinnyris fuscus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Ursula's Sunbird,Cinnyris ursulae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Bates's Sunbird,Cinnyris batesi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Copper Sunbird,Cinnyris cupreus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Purple Sunbird,Cinnyris asiaticus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Olive-backed Sunbird,Cinnyris jugularis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Apricot-breasted Sunbird,Cinnyris buettikoferi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Flame-breasted Sunbird,Cinnyris solaris,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Souimanga Sunbird,Cinnyris sovimanga,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Madagascar Sunbird,Cinnyris notatus,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Seychelles Sunbird,Cinnyris dussumieri,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Humblot's Sunbird,Cinnyris humbloti,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Anjouan Sunbird,Cinnyris comorensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Mayotte Sunbird,Cinnyris coquerellii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Loten's Sunbird,Cinnyris lotenius,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Elegant Sunbird,Aethopyga duyvenbodei,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Fire-tailed Sunbird,Aethopyga ignicauda,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Black-throated Sunbird,Aethopyga saturata,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Mrs. Gould's Sunbird,Aethopyga gouldiae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Green-tailed Sunbird,Aethopyga nipalensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Lovely Sunbird,Aethopyga shelleyi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Temminck's Sunbird,Aethopyga temminckii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Javan Sunbird,Aethopyga mystacalis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Vigors's Sunbird,Aethopyga vigorsii,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Crimson Sunbird,Aethopyga siparaja,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Magnificent Sunbird,Aethopyga magnifica,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Fork-tailed Sunbird,Aethopyga christinae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Handsome Sunbird,Aethopyga bella,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
White-flanked Sunbird,Aethopyga eximia,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Flaming Sunbird,Aethopyga flagrans,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Maroon-naped Sunbird,Aethopyga guimarasensis,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Metallic-winged Sunbird,Aethopyga pulcherrima,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Mountain Sunbird,Aethopyga jefferyi,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Bohol Sunbird,Aethopyga decorosa,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
Lina's Sunbird,Aethopyga linaraborae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters)
